专业,年份,月薪,当前岗位数,当前中位薪资
波兰语,2015,9147,0,0
波斯语,2025,26900,0,0
波斯语,2024,25619,0,0
波斯语,2023,24399,0,0
波斯语,2022,23237,0,0
波斯语,2021,22130,0,0
波斯语,2020,21076,0,0
波斯语,2019,20073,0,0
波斯语,2018,19117,0,0
波斯语,2017,18206,0,0
波斯语,2016,17339,0,0
波斯语,2015,16514,0,0
泰米尔语,2025,16400,0,0
泰米尔语,2024,15619,0,0
泰米尔语,2023,14875,0,0
泰米尔语,2022,14166,0,0
泰米尔语,2021,13492,0,0
泰米尔语,2020,12849,0,0
泰米尔语,2019,12237,0,0
泰米尔语,2018,11655,0,0
泰米尔语,2017,11100,0,0
泰米尔语,2016,10571,0,0
泰米尔语,2015,10068,0,0
泰语,2025,13900,0,0
泰语,2024,13238,0,0
泰语,2023,12607,0,0
泰语,2022,12007,0,0
泰语,2021,11435,0,0
泰语,2020,10891,0,0
泰语,2019,10372,0,0
泰语,2018,9878,0,0
泰语,2017,9408,0,0
泰语,2016,8960,0,0
泰语,2015,8533,0,0
测控技术与仪器,2025,12000,0,0
测控技术与仪器,2024,11428,0,0
测控技术与仪器,2023,10884,0,0
测控技术与仪器,2022,10366,0,0
测控技术与仪器,2021,9872,0,0
测控技术与仪器,2020,9402,0,0
测控技术与仪器,2019,8954,0,0
测控技术与仪器,2018,8528,0,0
测控技术与仪器,2017,8122,0,0
测控技术与仪器,2016,7735,0,0
测控技术与仪器,2015,7366,0,0
测绘工程,2025,7750,120,7750
测绘工程,2024,7380,120,7750
测绘工程,2023,7029,120,7750
测绘工程,2022,6694,120,7750
测绘工程,2021,6375,120,7750
测绘工程,2020,6072,120,7750
测绘工程,2019,5783,120,7750
测绘工程,2018,5507,120,7750
测绘工程,2017,5245,120,7750
测绘工程,2016,4995,120,7750
测绘工程,2015,4757,120,7750
海事管理,2025,12200,0,0
海事管理,2024,11619,0,0
海事管理,2023,11065,0,0
海事管理,2022,10538,0,0
海事管理,2021,10036,0,0
海事管理,2020,9559,0,0
海事管理,2019,9103,0,0
海事管理,2018,8670,0,0
海事管理,2017,8257,0,0
海事管理,2016,7864,0,0
海事管理,2015,7489,0,0
海关管理,2025,12500,0,0
海关管理,2024,11904,0,0
海关管理,2023,11337,0,0
海关管理,2022,10797,0,0
海关管理,2021,10283,0,0
海关管理,2020,9794,0,0
海关管理,2019,9327,0,0
海关管理,2018,8883,0,0
海关管理,2017,8460,0,0
海关管理,2016,8057,0,0
海关管理,2015,7673,0,0
海洋工程与技术,2025,11400,0,0
海洋工程与技术,2024,10857,0,0
海洋工程与技术,2023,10340,0,0
海洋工程与技术,2022,9847,0,0
海洋工程与技术,2021,9378,0,0
海洋工程与技术,2020,8932,0,0
海洋工程与技术,2019,8506,0,0
海洋工程与技术,2018,8101,0,0
海洋工程与技术,2017,7715,0,0
海洋工程与技术,2016,7348,0,0
海洋工程与技术,2015,6998,0,0
海洋技术,2025,11600,0,0
海洋技术,2024,11047,0,0
海洋技术,2023,10521,0,0
海洋技术,2022,10020,0,0
海洋技术,2021,9543,0,0
海洋技术,2020,9088,0,0
海洋技术,2019,8656,0,0
海洋技术,2018,8243,0,0
海洋技术,2017,7851,0,0
海洋技术,2016,7477,0,0
海洋技术,2015,7121,0,0
海洋油气工程,2025,11800,0,0
海洋油气工程,2024,11238,0,0
海洋油气工程,2023,10702,0,0
海洋油气工程,2022,10193,0,0
海洋油气工程,2021,9707,0,0
海洋油气工程,2020,9245,0,0
海洋油气工程,2019,8805,0,0
海洋油气工程,2018,8386,0,0
海洋油气工程,2017,7986,0,0
海洋油气工程,2016,7606,0,0
海洋油气工程,2015,7244,0,0
海洋渔业科学与技术,2025,10400,0,0
海洋渔业科学与技术,2024,9904,0,0
海洋渔业科学与技术,2023,9433,0,0
海洋渔业科学与技术,2022,8983,0,0
海洋渔业科学与技术,2021,8556,0,0
海洋渔业科学与技术,2020,8148,0,0
海洋渔业科学与技术,2019,7760,0,0
海洋渔业科学与技术,2018,7391,0,0
海洋渔业科学与技术,2017,7039,0,0
海洋渔业科学与技术,2016,6703,0,0
海洋渔业科学与技术,2015,6384,0,0
海洋科学,2025,10500,80,10500
海洋科学,2024,10000,80,10500
海洋科学,2023,9523,80,10500
海洋科学,2022,9070,80,10500
海洋科学,2021,8638,80,10500
海洋科学,2020,8227,80,10500
海洋科学,2019,7835,80,10500
海洋科学,2018,7462,80,10500
海洋科学,2017,7106,80,10500
海洋科学,2016,6768,80,10500
海洋科学,2015,6446,80,10500
海洋药学,2025,9900,0,0
海洋药学,2024,9252,0,0
海洋药学,2023,8647,0,0
海洋药学,2022,8081,0,0
海洋药学,2021,7552,0,0
海洋药学,2020,7058,0,0
海洋药学,2019,6596,0,0
海洋药学,2018,6165,0,0
海洋药学,2017,5761,0,0
海洋药学,2016,5384,0,0
海洋药学,2015,5032,0,0
海洋资源与环境,2025,11000,0,0
海洋资源与环境,2024,10679,0,0
海洋资源与环境,2023,10368,0,0
海洋资源与环境,2022,10066,0,0
海洋资源与环境,2021,9773,0,0
海洋资源与环境,2020,9488,0,0
海洋资源与环境,2019,9212,0,0
海洋资源与环境,2018,8944,0,0
海洋资源与环境,2017,8683,0,0
海洋资源与环境,2016,8430,0,0
海洋资源与环境,2015,8185,0,0
海洋资源开发技术,2025,10700,0,0
海洋资源开发技术,2024,10190,0,0
海洋资源开发技术,2023,9705,0,0
海洋资源开发技术,2022,9243,0,0
海洋资源开发技术,2021,8802,0,0
海洋资源开发技术,2020,8383,0,0
海洋资源开发技术,2019,7984,0,0
海洋资源开发技术,2018,7604,0,0
海洋资源开发技术,2017,7242,0,0
海洋资源开发技术,2016,6897,0,0
海洋资源开发技术,2015,6568,0,0
消防工程,2025,9500,80,9500
消防工程,2024,9047,80,9500
消防工程,2023,8616,80,9500
消防工程,2022,8206,80,9500
消防工程,2021,7815,80,9500
消防工程,2020,7443,80,9500
消防工程,2019,7089,80,9500
消防工程,2018,6751,80,9500
消防工程,2017,6429,80,9500
消防工程,2016,6123,80,9500
消防工程,2015,5832,80,9500
消防指挥,2025,11500,0,0
消防指挥,2024,10952,0,0
消防指挥,2023,10430,0,0
消防指挥,2022,9934,0,0
消防指挥,2021,9461,0,0
消防指挥,2020,9010,0,0
消防指挥,2019,8581,0,0
消防指挥,2018,8172,0,0
消防指挥,2017,7783,0,0
消防指挥,2016,7413,0,0
消防指挥,2015,7060,0,0
涉外警务,2025,11500,0,0
涉外警务,2024,10952,0,0
涉外警务,2023,10430,0,0
涉外警务,2022,9934,0,0
涉外警务,2021,9461,0,0
涉外警务,2020,9010,0,0
涉外警务,2019,8581,0,0
涉外警务,2018,8172,0,0
涉外警务,2017,7783,0,0
涉外警务,2016,7413,0,0
涉外警务,2015,7060,0,0
港口航道与海岸工程,2025,14900,0,0
港口航道与海岸工程,2024,14190,0,0
港口航道与海岸工程,2023,13514,0,0
港口航道与海岸工程,2022,12871,0,0
港口航道与海岸工程,2021,12258,0,0
港口航道与海岸工程,2020,11674,0,0
港口航道与海岸工程,2019,11118,0,0
港口航道与海岸工程,2018,10589,0,0
港口航道与海岸工程,2017,10084,0,0
港口航道与海岸工程,2016,9604,0,0
港口航道与海岸工程,2015,9147,0,0
火灾勘查,2025,11700,0,0
火灾勘查,2024,11142,0,0
火灾勘查,2023,10612,0,0
火灾勘查,2022,10106,0,0
火灾勘查,2021,9625,0,0
火灾勘查,2020,9167,0,0
火灾勘查,2019,8730,0,0
火灾勘查,2018,8314,0,0
火灾勘查,2017,7919,0,0
火灾勘查,2016,7541,0,0
火灾勘查,2015,7182,0,0
烟草,2025,10800,0,0
烟草,2024,10285,0,0
烟草,2023,9795,0,0
烟草,2022,9329,0,0
烟草,2021,8885,0,0
烟草,2020,8462,0,0
烟草,2019,8059,0,0
烟草,2018,7675,0,0
烟草,2017,7309,0,0
烟草,2016,6961,0,0
烟草,2015,6630,0,0
烹饪与营养教育,2025,9600,0,0
烹饪与营养教育,2024,9230,0,0
烹饪与营养教育,2023,8875,0,0
烹饪与营养教育,2022,8534,0,0
烹饪与营养教育,2021,8206,0,0
烹饪与营养教育,2020,7890,0,0
烹饪与营养教育,2019,7587,0,0
烹饪与营养教育,2018,7295,0,0
烹饪与营养教育,2017,7014,0,0
烹饪与营养教育,2016,6744,0,0
烹饪与营养教育,2015,6485,0,0
焊接技术与工程,2025,12000,0,0
焊接技术与工程,2024,11428,0,0
焊接技术与工程,2023,10884,0,0
焊接技术与工程,2022,10366,0,0
焊接技术与工程,2021,9872,0,0
焊接技术与工程,2020,9402,0,0
焊接技术与工程,2019,8954,0,0
焊接技术与工程,2018,8528,0,0
焊接技术与工程,2017,8122,0,0
焊接技术与工程,2016,7735,0,0
焊接技术与工程,2015,7366,0,0
爱尔兰语,2025,15100,0,0
爱尔兰语,2024,14380,0,0
爱尔兰语,2023,13696,0,0
爱尔兰语,2022,13043,0,0
爱尔兰语,2021,12422,0,0
爱尔兰语,2020,11831,0,0
爱尔兰语,2019,11267,0,0
爱尔兰语,2018,10731,0,0
爱尔兰语,2017,10220,0,0
爱尔兰语,2016,9733,0,0
爱尔兰语,2015,9270,0,0
爱沙尼亚语,2025,15300,0,0
爱沙尼亚语,2024,14571,0,0
爱沙尼亚语,2023,13877,0,0
爱沙尼亚语,2022,13216,0,0
爱沙尼亚语,2021,12587,0,0
爱沙尼亚语,2020,11987,0,0
爱沙尼亚语,2019,11417,0,0
爱沙尼亚语,2018,10873,0,0
爱沙尼亚语,2017,10355,0,0
爱沙尼亚语,2016,9862,0,0
爱沙尼亚语,2015,9392,0,0
物业管理,2025,11400,0,0
物业管理,2024,10857,0,0
物业管理,2023,10340,0,0
物业管理,2022,9847,0,0
物业管理,2021,9378,0,0
物业管理,2020,8932,0,0
物业管理,2019,8506,0,0
物业管理,2018,8101,0,0
物业管理,2017,7715,0,0
物业管理,2016,7348,0,0
物业管理,2015,6998,0,0
物流工程,2025,11100,0,0
物流工程,2024,10571,0,0
物流工程,2023,10068,0,0
物流工程,2022,9588,0,0
物流工程,2021,9131,0,0
物流工程,2020,8697,0,0
物流工程,2019,8282,0,0
物流工程,2018,7888,0,0
物流工程,2017,7512,0,0
物流工程,2016,7155,0,0
物流工程,2015,6814,0,0
物流管理,2025,8000,120,8000
物流管理,2024,7619,120,8000
物流管理,2023,7256,120,8000
物流管理,2022,6910,120,8000
物流管理,2021,6581,120,8000
物流管理,2020,6268,120,8000
物流管理,2019,5969,120,8000
物流管理,2018,5685,120,8000
物流管理,2017,5414,120,8000
物流管理,2016,5156,120,8000
物流管理,2015,4911,120,8000
物理学,2025,15000,60,15000
物理学,2024,14285,60,15000
物理学,2023,13605,60,15000
物理学,2022,12957,60,15000
物理学,2021,12340,60,15000
物理学,2020,11752,60,15000
物理学,2019,11193,60,15000
物理学,2018,10660,60,15000
物理学,2017,10152,60,15000
物理学,2016,9669,60,15000
物理学,2015,9208,60,15000
物联网工程,2025,12250,76,12250
物联网工程,2024,11238,76,12250
物联网工程,2023,10310,76,12250
物联网工程,2022,9459,76,12250
物联网工程,2021,8678,76,12250
物联网工程,2020,7961,76,12250
物联网工程,2019,7304,76,12250
物联网工程,2018,6701,76,12250
物联网工程,2017,6147,76,12250
物联网工程,2016,5640,76,12250
物联网工程,2015,5174,76,12250
特殊教育,2025,10200,0,0
特殊教育,2024,9807,0,0
特殊教育,2023,9430,0,0
特殊教育,2022,9067,0,0
特殊教育,2021,8719,0,0
特殊教育,2020,8383,0,0
特殊教育,2019,8061,0,0
特殊教育,2018,7751,0,0
特殊教育,2017,7453,0,0
特殊教育,2016,7166,0,0
特殊教育,2015,6890,0,0
特种能源技术与工程,2025,11000,0,0
特种能源技术与工程,2024,10476,0,0
特种能源技术与工程,2023,9977,0,0
特种能源技术与工程,2022,9502,0,0
特种能源技术与工程,2021,9049,0,0
特种能源技术与工程,2020,8618,0,0
特种能源技术与工程,2019,8208,0,0
特种能源技术与工程,2018,7817,0,0
特种能源技术与工程,2017,7445,0,0
特种能源技术与工程,2016,7090,0,0
特种能源技术与工程,2015,6753,0,0
犯罪学,2025,11300,0,0
犯罪学,2024,10761,0,0
犯罪学,2023,10249,0,0
犯罪学,2022,9761,0,0
犯罪学,2021,9296,0,0
犯罪学,2020,8853,0,0
犯罪学,2019,8432,0,0
犯罪学,2018,8030,0,0
犯罪学,2017,7648,0,0
犯罪学,2016,7284,0,0
犯罪学,2015,6937,0,0
环保设备工程,2025,11000,0,0
环保设备工程,2024,10476,0,0
环保设备工程,2023,9977,0,0
环保设备工程,2022,9502,0,0
环保设备工程,2021,9049,0,0
环保设备工程,2020,8618,0,0
环保设备工程,2019,8208,0,0
环保设备工程,2018,7817,0,0
环保设备工程,2017,7445,0,0
环保设备工程,2016,7090,0,0
环保设备工程,2015,6753,0,0
环境工程,2025,11100,0,0
环境工程,2024,10776,0,0
环境工程,2023,10462,0,0
环境工程,2022,10158,0,0
环境工程,2021,9862,0,0
环境工程,2020,9574,0,0
环境工程,2019,9296,0,0
环境工程,2018,9025,0,0
环境工程,2017,8762,0,0
环境工程,2016,8507,0,0
环境工程,2015,8259,0,0
环境生态工程,2025,11300,0,0
环境生态工程,2024,10970,0,0
环境生态工程,2023,10651,0,0
环境生态工程,2022,10341,0,0
环境生态工程,2021,10039,0,0
环境生态工程,2020,9747,0,0
环境生态工程,2019,9463,0,0
环境生态工程,2018,9187,0,0
环境生态工程,2017,8920,0,0
环境生态工程,2016,8660,0,0
环境生态工程,2015,8408,0,0
环境科学,2025,10600,0,0
环境科学,2024,10291,0,0
环境科学,2023,9991,0,0
环境科学,2022,9700,0,0
环境科学,2021,9417,0,0
环境科学,2020,9143,0,0
环境科学,2019,8877,0,0
环境科学,2018,8618,0,0
环境科学,2017,8367,0,0
环境科学,2016,8124,0,0
环境科学,2015,7887,0,0
环境科学与工程,2025,8000,120,8000
环境科学与工程,2024,7766,120,8000
环境科学与工程,2023,7540,120,8000
环境科学与工程,2022,7321,120,8000
环境科学与工程,2021,7107,120,8000
环境科学与工程,2020,6900,120,8000
环境科学与工程,2019,6699,120,8000
环境科学与工程,2018,6504,120,8000
环境科学与工程,2017,6315,120,8000
环境科学与工程,2016,6131,120,8000
环境科学与工程,2015,5952,120,8000
环境设计,2025,10500,40,10500
环境设计,2024,10194,40,10500
环境设计,2023,9897,40,10500
环境设计,2022,9608,40,10500
环境设计,2021,9329,40,10500
环境设计,2020,9057,40,10500
环境设计,2019,8793,40,10500
环境设计,2018,8537,40,10500
环境设计,2017,8288,40,10500
环境设计,2016,8047,40,10500
环境设计,2015,7812,40,10500
理论与应用力学,2025,14600,0,0
理论与应用力学,2024,13904,0,0
理论与应用力学,2023,13242,0,0
理论与应用力学,2022,12612,0,0
理论与应用力学,2021,12011,0,0
理论与应用力学,2020,11439,0,0
理论与应用力学,2019,10894,0,0
理论与应用力学,2018,10375,0,0
理论与应用力学,2017,9881,0,0
理论与应用力学,2016,9411,0,0
理论与应用力学,2015,8963,0,0
瑞典语,2025,15400,0,0
瑞典语,2024,14666,0,0
瑞典语,2023,13968,0,0
瑞典语,2022,13303,0,0
瑞典语,2021,12669,0,0
瑞典语,2020,12066,0,0
瑞典语,2019,11491,0,0
瑞典语,2018,10944,0,0
瑞典语,2017,10423,0,0
瑞典语,2016,9926,0,0
瑞典语,2015,9454,0,0
生态学,2025,9900,0,0
生态学,2024,9428,0,0
生态学,2023,8979,0,0
生态学,2022,8551,0,0
生态学,2021,8144,0,0
生态学,2020,7756,0,0
生态学,2019,7387,0,0
生态学,2018,7035,0,0
生态学,2017,6700,0,0
生态学,2016,6381,0,0
生态学,2015,6077,0,0
生物信息学,2025,12700,0,0
生物信息学,2024,12095,0,0
生物信息学,2023,11519,0,0
生物信息学,2022,10970,0,0
生物信息学,2021,10448,0,0
生物信息学,2020,9950,0,0
生物信息学,2019,9476,0,0
生物信息学,2018,9025,0,0
生物信息学,2017,8595,0,0
生物信息学,2016,8186,0,0
生物信息学,2015,7796,0,0
生物制药,2025,11400,0,0
生物制药,2024,10857,0,0
生物制药,2023,10340,0,0
生物制药,2022,9847,0,0
生物制药,2021,9378,0,0
生物制药,2020,8932,0,0
生物制药,2019,8506,0,0
生物制药,2018,8101,0,0
生物制药,2017,7715,0,0
生物制药,2016,7348,0,0
生物制药,2015,6998,0,0
生物医学工程,2025,10250,40,10250
生物医学工程,2024,9761,40,10250
生物医学工程,2023,9297,40,10250
生物医学工程,2022,8854,40,10250
生物医学工程,2021,8432,40,10250
生物医学工程,2020,8031,40,10250
生物医学工程,2019,7648,40,10250
生物医学工程,2018,7284,40,10250
生物医学工程,2017,6937,40,10250
生物医学工程,2016,6607,40,10250
生物医学工程,2015,6292,40,10250
生物工程,2025,10200,0,0
生物工程,2024,9714,0,0
生物工程,2023,9251,0,0
生物工程,2022,8811,0,0
生物工程,2021,8391,0,0
生物工程,2020,7991,0,0
生物工程,2019,7611,0,0
生物工程,2018,7248,0,0
生物工程,2017,6903,0,0
生物工程,2016,6575,0,0
生物工程,2015,6261,0,0
生物技术,2025,10100,0,0
生物技术,2024,9619,0,0
生物技术,2023,9160,0,0
生物技术,2022,8724,0,0
生物技术,2021,8309,0,0
生物技术,2020,7913,0,0
生物技术,2019,7536,0,0
生物技术,2018,7177,0,0
生物技术,2017,6836,0,0
生物技术,2016,6510,0,0
生物技术,2015,6200,0,0
生物科学,2025,12000,80,12000
生物科学,2024,11428,80,12000
生物科学,2023,10884,80,12000
生物科学,2022,10366,80,12000
生物科学,2021,9872,80,12000
生物科学,2020,9402,80,12000
生物科学,2019,8954,80,12000
生物科学,2018,8528,80,12000
生物科学,2017,8122,80,12000
生物科学,2016,7735,80,12000
生物科学,2015,7366,80,12000
电信工程及管理,2025,14500,0,0
电信工程及管理,2024,13809,0,0
电信工程及管理,2023,13151,0,0
电信工程及管理,2022,12525,0,0
电信工程及管理,2021,11929,0,0
电信工程及管理,2020,11361,0,0
电信工程及管理,2019,10820,0,0
电信工程及管理,2018,10304,0,0
电信工程及管理,2017,9814,0,0
电信工程及管理,2016,9346,0,0
电信工程及管理,2015,8901,0,0
电子与计算机工程,2025,15000,0,0
电子与计算机工程,2024,13761,0,0
电子与计算机工程,2023,12625,0,0
电子与计算机工程,2022,11582,0,0
电子与计算机工程,2021,10626,0,0
电子与计算机工程,2020,9748,0,0
电子与计算机工程,2019,8944,0,0
电子与计算机工程,2018,8205,0,0
电子与计算机工程,2017,7527,0,0
电子与计算机工程,2016,6906,0,0
电子与计算机工程,2015,6336,0,0
电子信息工程,2025,9000,71,9000
电子信息工程,2024,8256,71,9000
电子信息工程,2023,7575,71,9000
电子信息工程,2022,6949,71,9000
电子信息工程,2021,6375,71,9000
电子信息工程,2020,5849,71,9000
电子信息工程,2019,5366,71,9000
电子信息工程,2018,4923,71,9000
电子信息工程,2017,4516,71,9000
电子信息工程,2016,4143,71,9000
电子信息工程,2015,3801,71,9000
电子信息科学与技术,2025,12700,0,0
电子信息科学与技术,2024,11651,0,0
电子信息科学与技术,2023,10689,0,0
电子信息科学与技术,2022,9806,0,0
电子信息科学与技术,2021,8997,0,0
电子信息科学与技术,2020,8254,0,0
电子信息科学与技术,2019,7572,0,0
电子信息科学与技术,2018,6947,0,0
电子信息科学与技术,2017,6373,0,0
电子信息科学与技术,2016,5847,0,0
电子信息科学与技术,2015,5364,0,0
电子商务,2025,7750,40,7750
电子商务,2024,7380,40,7750
电子商务,2023,7029,40,7750
电子商务,2022,6694,40,7750
电子商务,2021,6375,40,7750
电子商务,2020,6072,40,7750
电子商务,2019,5783,40,7750
电子商务,2018,5507,40,7750
电子商务,2017,5245,40,7750
电子商务,2016,4995,40,7750
电子商务,2015,4757,40,7750
电子商务及法律,2025,12400,0,0
电子商务及法律,2024,11809,0,0
电子商务及法律,2023,11247,0,0
电子商务及法律,2022,10711,0,0
电子商务及法律,2021,10201,0,0
电子商务及法律,2020,9715,0,0
电子商务及法律,2019,9253,0,0
电子商务及法律,2018,8812,0,0
电子商务及法律,2017,8392,0,0
电子商务及法律,2016,7993,0,0
电子商务及法律,2015,7612,0,0
电子封装技术,2025,15900,0,0
电子封装技术,2024,15142,0,0
电子封装技术,2023,14421,0,0
电子封装技术,2022,13735,0,0
电子封装技术,2021,13080,0,0
电子封装技术,2020,12458,0,0
电子封装技术,2019,11864,0,0
电子封装技术,2018,11299,0,0
电子封装技术,2017,10761,0,0
电子封装技术,2016,10249,0,0
电子封装技术,2015,9761,0,0
电子科学与技术,2025,13200,0,0
电子科学与技术,2024,12571,0,0
电子科学与技术,2023,11972,0,0
电子科学与技术,2022,11402,0,0
电子科学与技术,2021,10859,0,0
电子科学与技术,2020,10342,0,0
电子科学与技术,2019,9850,0,0
电子科学与技术,2018,9380,0,0
电子科学与技术,2017,8934,0,0
电子科学与技术,2016,8508,0,0
电子科学与技术,2015,8103,0,0
电影学,2025,13200,0,0
电影学,2024,12571,0,0
电影学,2023,11972,0,0
电影学,2022,11402,0,0
电影学,2021,10859,0,0
电影学,2020,10342,0,0
电影学,2019,9850,0,0
电影学,2018,9380,0,0
电影学,2017,8934,0,0
电影学,2016,8508,0,0
电影学,2015,8103,0,0
电气工程与智能控制,2025,14700,0,0
电气工程与智能控制,2024,13124,0,0
电气工程与智能控制,2023,11718,0,0
电气工程与智能控制,2022,10463,0,0
电气工程与智能控制,2021,9342,0,0
电气工程与智能控制,2020,8341,0,0
电气工程与智能控制,2019,7447,0,0
电气工程与智能控制,2018,6649,0,0
电气工程与智能控制,2017,5937,0,0
电气工程与智能控制,2016,5300,0,0
电气工程与智能控制,2015,4733,0,0
电气工程及其自动化,2025,10250,80,10250
电气工程及其自动化,2024,9403,80,10250
电气工程及其自动化,2023,8627,80,10250
电气工程及其自动化,2022,7914,80,10250
电气工程及其自动化,2021,7261,80,10250
电气工程及其自动化,2020,6661,80,10250
电气工程及其自动化,2019,6111,80,10250
电气工程及其自动化,2018,5607,80,10250
电气工程及其自动化,2017,5144,80,10250
电气工程及其自动化,2016,4719,80,10250
电气工程及其自动化,2015,4329,80,10250
电波传播与天线,2025,15100,0,0
电波传播与天线,2024,14519,0,0
电波传播与天线,2023,13960,0,0
电波传播与天线,2022,13423,0,0
电波传播与天线,2021,12907,0,0
电波传播与天线,2020,12411,0,0
电波传播与天线,2019,11933,0,0
电波传播与天线,2018,11474,0,0
电波传播与天线,2017,11033,0,0
电波传播与天线,2016,10609,0,0
电波传播与天线,2015,10201,0,0
电磁场与无线技术,2025,16800,0,0
电磁场与无线技术,2024,16000,0,0
电磁场与无线技术,2023,15238,0,0
电磁场与无线技术,2022,14512,0,0
电磁场与无线技术,2021,13821,0,0
电磁场与无线技术,2020,13163,0,0
电磁场与无线技术,2019,12536,0,0
电磁场与无线技术,2018,11939,0,0
电磁场与无线技术,2017,11370,0,0
电磁场与无线技术,2016,10829,0,0
电磁场与无线技术,2015,10313,0,0
监狱学,2025,13500,1,13500
监狱学,2024,12857,1,13500
监狱学,2023,12244,1,13500
监狱学,2022,11661,1,13500
监狱学,2021,11106,1,13500
监狱学,2020,10577,1,13500
监狱学,2019,10073,1,13500
监狱学,2018,9594,1,13500
监狱学,2017,9137,1,13500
监狱学,2016,8702,1,13500
监狱学,2015,8287,1,13500
眼视光医学,2025,12300,0,0
眼视光医学,2024,11714,0,0
眼视光医学,2023,11156,0,0
眼视光医学,2022,10625,0,0
眼视光医学,2021,10119,0,0
眼视光医学,2020,9637,0,0
眼视光医学,2019,9178,0,0
眼视光医学,2018,8741,0,0
眼视光医学,2017,8325,0,0
眼视光医学,2016,7928,0,0
眼视光医学,2015,7551,0,0
眼视光学,2025,7600,0,0
眼视光学,2024,7238,0,0
眼视光学,2023,6893,0,0
眼视光学,2022,6565,0,0
眼视光学,2021,6252,0,0
眼视光学,2020,5954,0,0
眼视光学,2019,5671,0,0
眼视光学,2018,5401,0,0
眼视光学,2017,5143,0,0
眼视光学,2016,4899,0,0
眼视光学,2015,4665,0,0
知识产权,2025,8500,40,8500
知识产权,2024,8095,40,8500
知识产权,2023,7709,40,8500
知识产权,2022,7342,40,8500
知识产权,2021,6992,40,8500
知识产权,2020,6659,40,8500
知识产权,2019,6342,40,8500
知识产权,2018,6040,40,8500
知识产权,2017,5753,40,8500
知识产权,2016,5479,40,8500
知识产权,2015,5218,40,8500
石油工程,2025,10750,40,10750
石油工程,2024,10238,40,10750
石油工程,2023,9750,40,10750
石油工程,2022,9286,40,10750
石油工程,2021,8844,40,10750
石油工程,2020,8422,40,10750
石油工程,2019,8021,40,10750
石油工程,2018,7639,40,10750
石油工程,2017,7276,40,10750
石油工程,2016,6929,40,10750
石油工程,2015,6599,40,10750
矿物加工工程,2025,10600,0,0
矿物加工工程,2024,10095,0,0
矿物加工工程,2023,9614,0,0
矿物加工工程,2022,9156,0,0
矿物加工工程,2021,8720,0,0
矿物加工工程,2020,8305,0,0
矿物加工工程,2019,7909,0,0
矿物加工工程,2018,7533,0,0
矿物加工工程,2017,7174,0,0
矿物加工工程,2016,6832,0,0
矿物加工工程,2015,6507,0,0
矿物资源工程,2025,10800,0,0
矿物资源工程,2024,10285,0,0
矿物资源工程,2023,9795,0,0
矿物资源工程,2022,9329,0,0
矿物资源工程,2021,8885,0,0
矿物资源工程,2020,8462,0,0
矿物资源工程,2019,8059,0,0
矿物资源工程,2018,7675,0,0
矿物资源工程,2017,7309,0,0
矿物资源工程,2016,6961,0,0
矿物资源工程,2015,6630,0,0
社会体育指导与管理,2025,11600,0,0
社会体育指导与管理,2024,11047,0,0
社会体育指导与管理,2023,10521,0,0
社会体育指导与管理,2022,10020,0,0
社会体育指导与管理,2021,9543,0,0
社会体育指导与管理,2020,9088,0,0
社会体育指导与管理,2019,8656,0,0
社会体育指导与管理,2018,8243,0,0
社会体育指导与管理,2017,7851,0,0
社会体育指导与管理,2016,7477,0,0
社会体育指导与管理,2015,7121,0,0
社会学,2025,12000,0,0
社会学,2024,11428,0,0
社会学,2023,10884,0,0
社会学,2022,10366,0,0
社会学,2021,9872,0,0
社会学,2020,9402,0,0
社会学,2019,8954,0,0
社会学,2018,8528,0,0
社会学,2017,8122,0,0
社会学,2016,7735,0,0
社会学,2015,7366,0,0
社会工作,2025,9600,0,0
社会工作,2024,9142,0,0
社会工作,2023,8707,0,0
社会工作,2022,8292,0,0
社会工作,2021,7897,0,0
社会工作,2020,7521,0,0
社会工作,2019,7163,0,0
社会工作,2018,6822,0,0
社会工作,2017,6497,0,0
社会工作,2016,6188,0,0
社会工作,2015,5893,0,0
祖鲁语,2025,16600,0,0
祖鲁语,2024,15809,0,0
祖鲁语,2023,15056,0,0
祖鲁语,2022,14339,0,0
祖鲁语,2021,13656,0,0
祖鲁语,2020,13006,0,0
祖鲁语,2019,12387,0,0
祖鲁语,2018,11797,0,0
祖鲁语,2017,11235,0,0
祖鲁语,2016,10700,0,0
祖鲁语,2015,10190,0,0
禁毒学,2025,7900,0,0
禁毒学,2024,7523,0,0
禁毒学,2023,7165,0,0
禁毒学,2022,6824,0,0
禁毒学,2021,6499,0,0
禁毒学,2020,6189,0,0
禁毒学,2019,5895,0,0
禁毒学,2018,5614,0,0
禁毒学,2017,5347,0,0
禁毒学,2016,5092,0,0
禁毒学,2015,4849,0,0
种子科学与工程,2025,9900,0,0
种子科学与工程,2024,9428,0,0
种子科学与工程,2023,8979,0,0
种子科学与工程,2022,8551,0,0
种子科学与工程,2021,8144,0,0
种子科学与工程,2020,7756,0,0
种子科学与工程,2019,7387,0,0
种子科学与工程,2018,7035,0,0
种子科学与工程,2017,6700,0,0
种子科学与工程,2016,6381,0,0
种子科学与工程,2015,6077,0,0
科学教育,2025,9700,0,0
科学教育,2024,9326,0,0
科学教育,2023,8968,0,0
科学教育,2022,8623,0,0
科学教育,2021,8291,0,0
